Student_ID,First Name,Last Name,Email,Gender,Age,Attendance (%),Study_hours_per_day,Midterm_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Final_Score
1459,Jonathan,Townsend,jonathan.townsend19@edu.com,Female,18,81,23,46,84,57,4,84.35
1460,Jake,Mccann,jake.mccann7@edu.com,Male,22,97,22,66,62,40,9,87.23
1461,Caroline,Ford,caroline.ford77@edu.com,Male,20,68,12,71,90,74,4,88.46
1462,Michelle,Hawkins,michelle.hawkins13@edu.com,Male,22,92,9,50,43,82,6,67.07
1463,Joshua,Kennedy,joshua.kennedy78@edu.com,Female,20,64,14,85,61,53,4,85.4
1464,Fred,Fisher,fred.fisher48@edu.com,Female,18,76,8,99,60,51,0,82.06
1465,Melanie,Ford,melanie.ford22@edu.com,Male,22,64,4,38,99,37,1,58.02
1466,Denise,Cervantes,denise.cervantes44@edu.com,Female,18,73,4,87,87,95,5,92.36
1467,Rachel,Ibarra,rachel.ibarra72@edu.com,Female,20,91,4,39,86,71,5,71.79
1468,Todd,Lopez,todd.lopez72@edu.com,Male,19,62,17,41,100,50,4,80.61
1469,Kenneth,Gray,kenneth.gray84@edu.com,Female,19,73,12,47,54,65,8,69.25
1470,Matthew,Hebert,matthew.hebert16@edu.com,Female,20,96,22,71,62,51,5,91.58
1471,Jeffrey,Norris,jeffrey.norris2@edu.com,Male,21,65,2,65,84,84,2,73.31
1472,Cody,Harris,cody.harris33@edu.com,Male,20,68,21,67,74,46,7,87.28
1473,Stephen,Turner,stephen.turner38@edu.com,Male,19,96,4,96,59,67,0,82.09
1474,Michael,Johnson,michael.johnson45@edu.com,Female,18,81,22,89,77,53,0,100.0
1475,Daniel,Ramos,daniel.ramos2@edu.com,Female,22,68,19,49,68,92,5,85.94
1476,Lee,Mccormick,lee.mccormick63@edu.com,Female,19,71,1,62,97,49,1,70.51
1477,Andrea,Carter,andrea.carter77@edu.com,Male,22,86,16,62,45,43,6,73.45
1478,Antonio,Miller,antonio.miller49@edu.com,Female,20,86,13,90,84,57,5,97.91
1479,Rhonda,Baker,rhonda.baker83@edu.com,Male,19,62,8,34,80,33,10,61.16
1480,Anthony,Elliott,anthony.elliott81@edu.com,Male,22,79,4,60,49,30,0,53.24
1481,Jacqueline,Hernandez,jacqueline.hernandez46@edu.com,Female,20,87,3,76,97,84,7,89.34
1482,Amy,Douglas,amy.douglas29@edu.com,Female,18,61,8,31,64,66,2,58.4
1483,Richard,Mcdowell,richard.mcdowell79@edu.com,Female,22,77,10,62,46,84,3,72.31
1484,Tiffany,Powell,tiffany.powell39@edu.com,Male,21,76,20,60,64,69,2,85.56
1485,Brandon,James,brandon.james76@edu.com,Female,19,65,24,58,72,56,9,88.82
1486,Shelly,Garcia,shelly.garcia26@edu.com,Male,21,69,16,45,41,72,2,70.04
1487,Amy,Reynolds,amy.reynolds53@edu.com,Female,22,96,2,73,74,37,9,72.94
1488,Meredith,Weeks,meredith.weeks66@edu.com,Male,22,85,10,31,65,53,1,60.86
1489,Steven,Rivera,steven.rivera44@edu.com,Female,18,61,9,84,44,50,7,72.01
1490,Samantha,Gonzales,samantha.gonzales85@edu.com,Male,19,73,20,61,54,86,5,86.62
1491,Danielle,Bradley,danielle.bradley48@edu.com,Female,22,82,5,85,67,60,2,82.47
1492,Monica,Herman,monica.herman91@edu.com,Male,19,89,13,91,63,55,2,89.45
1493,Jill,Le,jill.le68@edu.com,Female,20,79,14,54,49,87,0,80.59
1494,Tammy,Schaefer,tammy.schaefer98@edu.com,Female,22,84,2,57,43,84,0,62.42
1495,John,Parrish,john.parrish17@edu.com,Female,18,60,22,96,64,92,10,100.0
1496,Melanie,Frost,melanie.frost10@edu.com,Female,21,68,0,86,81,77,6,84.39
1497,Lisa,Gregory,lisa.gregory23@edu.com,Male,22,76,23,83,53,46,4,87.78
1498,Benjamin,Nelson,benjamin.nelson64@edu.com,Female,18,62,5,50,87,55,4,67.24
1499,Ashley,Diaz,ashley.diaz86@edu.com,Female,20,96,8,60,82,85,4,84.15
1500,Matthew,Davis,matthew.davis54@edu.com,Female,22,64,5,41,57,34,3,51.9
1501,Jacqueline,Meza,jacqueline.meza51@edu.com,Male,18,99,0,87,41,66,9,78.51
1502,Benjamin,Walker,benjamin.walker96@edu.com,Male,21,96,6,35,41,62,7,58.47
1503,Joshua,Blake,joshua.blake73@edu.com,Female,18,88,16,76,46,90,4,87.44
1504,Brian,Parker,brian.parker33@edu.com,Male,22,78,9,76,98,40,10,86.17
1505,Kenneth,Banks,kenneth.banks95@edu.com,Male,21,83,2,60,78,44,3,70.27
1506,Danny,Hawkins,danny.hawkins29@edu.com,Male,18,97,13,50,98,51,5,85.74
1507,Jeffrey,Yang,jeffrey.yang71@edu.com,Female,18,64,23,46,75,30,2,79.4
1508,Larry,Smith,larry.smith21@edu.com,Male,20,64,17,41,46,95,5,72.8
1509,Gary,Snyder,gary.snyder83@edu.com,Male,20,61,1,50,46,33,5,51.76
1510,Nicole,Patterson,nicole.patterson36@edu.com,Female,21,81,18,72,74,36,5,83.52
1511,Breanna,Frederick,breanna.frederick37@edu.com,Male,19,72,16,56,47,56,0,72.92
1512,Cameron,Smith,cameron.smith95@edu.com,Female,18,62,13,64,90,65,0,81.48
1513,Pamela,Evans,pamela.evans8@edu.com,Female,22,97,19,41,43,67,3,72.99
1514,Judith,Armstrong,judith.armstrong30@edu.com,Male,18,60,17,57,64,31,5,70.31
1515,Tony,Rivas,tony.rivas71@edu.com,Female,21,93,0,62,48,35,4,56.51
1516,Adam,Leon,adam.leon81@edu.com,Female,19,72,13,89,91,81,1,96.51
1517,Lindsay,Berry,lindsay.berry94@edu.com,Female,21,75,11,49,96,51,5,78.6
1518,Lisa,Perez,lisa.perez15@edu.com,Female,22,72,21,81,82,59,5,96.28
1519,Joseph,Howard,joseph.howard27@edu.com,Female,19,95,1,33,45,76,6,54.1
1520,Lori,Johnson,lori.johnson78@edu.com,Male,19,78,5,58,61,79,6,72.15
1521,Lindsey,Scott,lindsey.scott46@edu.com,Female,22,85,17,58,77,34,0,79.84
1522,Melissa,Scott,melissa.scott64@edu.com,Female,20,84,8,53,51,68,10,69.24
1523,Curtis,Gomez,curtis.gomez56@edu.com,Female,21,75,17,65,90,79,10,94.24
1524,Eddie,Moran,eddie.moran75@edu.com,Male,20,75,16,80,88,32,4,86.92
1525,Joshua,Huang,joshua.huang47@edu.com,Male,18,95,20,54,81,84,1,95.07
1526,Robert,Olson,robert.olson49@edu.com,Female,22,83,8,100,72,84,7,99.01
1527,Chad,Mcdonald,chad.mcdonald84@edu.com,Male,20,79,1,34,41,74,2,51.34
1528,David,Kelly,david.kelly95@edu.com,Male,21,91,11,36,46,88,8,66.16
1529,Christopher,Rodriguez,christopher.rodriguez39@edu.com,Male,20,96,6,39,41,61,1,57.32
1530,Robin,Butler,robin.butler13@edu.com,Male,21,72,24,62,99,64,9,100.0
1531,Julie,Johnson,julie.johnson41@edu.com,Female,22,88,4,79,99,33,3,79.65
1532,Rebecca,Carroll,rebecca.carroll59@edu.com,Female,18,92,10,90,77,46,0,87.56
1533,Charles,Adams,charles.adams36@edu.com,Male,20,91,8,91,98,70,1,95.24
1534,Thomas,Dudley,thomas.dudley19@edu.com,Male,22,62,23,83,70,55,8,97.9
1535,Melvin,Hill,melvin.hill77@edu.com,Male,22,67,7,62,73,31,7,64.52
1536,Abigail,Scott,abigail.scott58@edu.com,Female,22,61,17,89,86,88,9,100.0
1537,Sara,Ray,sara.ray72@edu.com,Female,18,96,16,37,47,84,9,70.73
1538,Paul,Perez,paul.perez64@edu.com,Female,21,72,17,32,75,44,10,71.56
1539,Scott,Robinson,scott.robinson18@edu.com,Male,18,100,7,47,40,45,0,55.56
1540,Kristin,Banks,kristin.banks5@edu.com,Female,18,93,5,100,95,39,0,93.02
1541,Nicholas,Perez,nicholas.perez8@edu.com,Female,22,86,17,52,66,75,9,81.63
1542,Katrina,Schroeder,katrina.schroeder98@edu.com,Male,18,95,19,37,56,57,9,75.05
1543,Anthony,Lowe,anthony.lowe59@edu.com,Male,18,100,3,78,46,85,7,76.69
1544,Joel,Mathews,joel.mathews41@edu.com,Male,19,73,17,82,50,83,10,87.3
1545,Timothy,Smith,timothy.smith95@edu.com,Male,18,66,9,37,89,54,4,65.94
1546,Joseph,Peterson,joseph.peterson80@edu.com,Male,18,96,11,59,82,77,1,82.93
1547,Nicholas,Lynch,nicholas.lynch14@edu.com,Female,21,90,20,46,85,78,5,93.09
1548,Sharon,Alexander,sharon.alexander10@edu.com,Female,20,88,23,31,74,63,8,80.22
1549,Amanda,Mcdowell,amanda.mcdowell1@edu.com,Female,21,85,11,39,72,50,9,71.84
1550,Lonnie,Le,lonnie.le99@edu.com,Female,21,82,14,73,89,81,7,98.49
1551,Donald,Dalton,donald.dalton81@edu.com,Male,21,85,8,73,54,32,4,71.57
1552,Sean,Dominguez,sean.dominguez8@edu.com,Male,19,97,10,63,83,86,4,87.08
1553,Erin,Cooper,erin.cooper79@edu.com,Female,22,83,14,84,78,57,10,98.1
1554,Amber,Li,amber.li91@edu.com,Male,22,89,22,96,45,86,7,100.0
1555,Meagan,Perez,meagan.perez81@edu.com,Female,21,89,11,99,46,85,2,89.43
1556,Nancy,Miller,nancy.miller35@edu.com,Male,18,71,4,80,58,70,2,74.31
1557,Marissa,West,marissa.west31@edu.com,Female,21,72,23,69,44,43,9,80.45
1558,Julie,Thompson,julie.thompson9@edu.com,Male,21,85,9,87,79,79,5,99.18
1559,Marcus,Jacobson,marcus.jacobson27@edu.com,Female,22,84,0,77,50,56,9,68.16
1560,Kristin,Johnson,kristin.johnson73@edu.com,Male,20,92,17,74,46,95,9,90.74
1561,Jonathan,Gilmore,jonathan.gilmore28@edu.com,Female,21,81,12,71,77,38,8,79.73
1562,James,Parrish,james.parrish16@edu.com,Male,20,99,4,43,82,39,9,63.78
1563,Samantha,Thompson,samantha.thompson75@edu.com,Male,19,93,10,51,60,66,10,74.46
1564,Nancy,Moore,nancy.moore48@edu.com,Female,18,70,16,66,44,82,3,83.16
1565,Regina,Olsen,regina.olsen41@edu.com,Male,21,88,19,69,74,71,8,94.69
1566,Kellie,Kelly,kellie.kelly20@edu.com,Male,21,61,2,75,75,50,0,68.47
1567,Kevin,Turner,kevin.turner51@edu.com,Male,20,88,17,47,77,83,6,82.8
1568,Melissa,Morse,melissa.morse27@edu.com,Male,18,97,1,69,56,75,3,64.48
1569,Christopher,Todd,christopher.todd62@edu.com,Male,21,62,4,81,46,46,10,71.95
1570,Tammy,Thompson,tammy.thompson93@edu.com,Female,20,81,5,32,85,58,0,66.3
1571,Veronica,Flores,veronica.flores67@edu.com,Female,20,69,21,31,74,53,4,78.32
1572,Zachary,Tate,zachary.tate58@edu.com,Female,22,94,12,60,83,37,7,79.34
1573,Angela,Hanson,angela.hanson8@edu.com,Male,21,68,15,41,73,91,2,82.88
1574,David,Duran,david.duran70@edu.com,Female,18,74,19,62,42,89,4,79.02
1575,Melissa,Johnson,melissa.johnson83@edu.com,Female,21,96,17,33,69,61,2,68.63
1576,Philip,Huerta,philip.huerta13@edu.com,Female,22,66,22,59,72,55,3,91.03
1577,Rodney,Marquez,rodney.marquez36@edu.com,Male,19,97,24,59,59,39,0,82.24
1578,Michael,Mitchell,michael.mitchell56@edu.com,Female,18,74,20,66,46,73,8,84.12
1579,Shawn,Wyatt,shawn.wyatt28@edu.com,Male,18,77,2,91,93,76,8,90.66
1580,Jean,Rodriguez,jean.rodriguez9@edu.com,Male,19,77,23,75,65,90,2,97.79
1581,Ralph,Pham,ralph.pham99@edu.com,Male,21,76,18,58,68,44,0,79.96
1582,Eric,Welch,eric.welch72@edu.com,Male,20,75,2,64,75,31,5,65.67
1583,Ryan,Simmons,ryan.simmons27@edu.com,Female,21,96,14,70,49,69,6,78.1
1584,Zachary,Williams,zachary.williams17@edu.com,Male,22,80,19,34,83,51,4,73.19
1585,Robert,Daniels,robert.daniels4@edu.com,Male,19,64,10,97,99,55,7,100.0
1586,Elizabeth,Short,elizabeth.short30@edu.com,Male,21,77,1,54,92,73,7,76.4
1587,Michael,Jones,michael.jones77@edu.com,Female,19,65,9,75,79,41,3,77.41
1588,Daniel,Mitchell,daniel.mitchell39@edu.com,Female,18,97,20,53,44,60,0,74.97
1589,Ethan,Zavala,ethan.zavala14@edu.com,Female,20,72,24,79,48,44,8,85.04
1590,Brianna,Jones,brianna.jones98@edu.com,Male,18,92,24,54,52,31,10,81.57
1591,Sean,Martin,sean.martin90@edu.com,Female,20,100,20,58,66,44,9,84.9
1592,Amy,Williams,amy.williams47@edu.com,Female,21,77,18,31,99,71,5,85.48
1593,Donald,Ramsey,donald.ramsey91@edu.com,Female,18,60,9,53,79,83,1,75.59
1594,Jane,Smith,jane.smith55@edu.com,Male,19,89,18,48,89,77,2,91.49
1595,Holly,Flores,holly.flores46@edu.com,Male,22,90,9,98,86,36,8,91.8
1596,Raymond,Griffith,raymond.griffith21@edu.com,Female,20,77,16,85,74,90,10,98.61
1597,Jennifer,Smith,jennifer.smith48@edu.com,Male,18,95,22,35,85,47,1,75.32
1598,Antonio,Klein,antonio.klein90@edu.com,Male,19,88,12,52,80,46,7,81.29
1599,Patricia,Black,patricia.black52@edu.com,Male,21,66,21,83,55,56,9,91.73
1600,Stephanie,Ellis,stephanie.ellis93@edu.com,Female,18,60,14,91,60,40,9,82.64
1601,Kimberly,Flores,kimberly.flores58@edu.com,Male,18,83,13,82,88,73,2,100.0
1602,Ricky,Collins,ricky.collins79@edu.com,Male,19,62,13,57,78,85,1,76.29
1603,Jennifer,Ortiz,jennifer.ortiz92@edu.com,Female,22,63,15,71,50,69,8,76.74
1604,Amy,Jackson,amy.jackson20@edu.com,Female,22,98,9,59,77,54,0,79.68
1605,Rodney,Williams,rodney.williams50@edu.com,Female,20,83,21,90,92,35,5,95.02
1606,Tyler,Lang,tyler.lang84@edu.com,Male,20,83,23,36,73,66,10,81.4
1607,Stephanie,Carroll,stephanie.carroll72@edu.com,Female,22,73,5,45,79,42,10,67.6
1608,Kathleen,Clark,kathleen.clark54@edu.com,Male,18,99,14,42,46,83,2,70.2
1609,Erica,Zimmerman,erica.zimmerman33@edu.com,Male,20,69,17,69,66,62,10,86.28
1610,Stephen,Frazier,stephen.frazier14@edu.com,Male,18,89,0,46,94,95,0,71.73
1611,Keith,Meyer,keith.meyer68@edu.com,Female,21,78,20,54,55,73,5,82.46
1612,Sara,Davis,sara.davis42@edu.com,Female,21,99,0,63,78,39,1,73.97
1613,Timothy,Adams,timothy.adams4@edu.com,Male,20,98,20,83,79,61,6,96.53
1614,Dana,Griffin,dana.griffin17@edu.com,Female,19,81,4,56,55,39,1,57.49
1615,Joanne,Velez,joanne.velez70@edu.com,Female,19,94,24,46,55,50,8,80.73
1616,John,Howard,john.howard80@edu.com,Male,22,85,21,92,52,92,5,98.97
1617,Russell,Hickman,russell.hickman79@edu.com,Male,20,77,13,54,61,68,3,75.43
1618,Carrie,Mclean,carrie.mclean6@edu.com,Female,21,94,19,100,78,86,3,100.0
1619,Morgan,Moore,morgan.moore13@edu.com,Female,20,86,14,46,45,68,3,72.27
1620,Amy,Knox,amy.knox69@edu.com,Male,19,91,12,47,42,56,4,64.15
1621,Kelsey,Green,kelsey.green28@edu.com,Female,18,60,10,71,63,60,2,78.71
1622,Thomas,Wheeler,thomas.wheeler98@edu.com,Male,20,90,10,95,52,81,5,90.57
1623,Nicolas,Welch,nicolas.welch53@edu.com,Female,21,98,9,94,100,94,5,100.0
1624,William,Cooper,william.cooper75@edu.com,Male,19,98,19,30,86,50,6,79.35
1625,Jerry,Evans,jerry.evans5@edu.com,Female,22,73,15,49,47,91,1,75.95
1626,Susan,Brown,susan.brown37@edu.com,Male,19,93,24,69,97,73,9,100.0
1627,Alexandria,Garcia,alexandria.garcia89@edu.com,Female,19,96,10,92,71,82,1,96.15
1628,Donna,Mccoy,donna.mccoy52@edu.com,Female,18,94,12,76,62,55,9,88.12
1629,Susan,Leon,susan.leon32@edu.com,Male,22,87,1,36,83,87,10,68.25
1630,Victor,Gutierrez,victor.gutierrez58@edu.com,Female,19,60,3,92,42,94,1,81.18
1631,Janet,Monroe,janet.monroe11@edu.com,Male,22,82,21,89,84,31,3,100.0
1632,Sierra,Sanchez,sierra.sanchez69@edu.com,Male,19,96,22,37,47,63,3,72.41
1633,Caroline,Warren,caroline.warren87@edu.com,Male,19,63,10,33,63,76,5,66.64
1634,Charles,Turner,charles.turner87@edu.com,Female,18,86,4,51,81,56,7,73.97
1635,Margaret,Casey,margaret.casey83@edu.com,Female,19,93,9,74,61,61,8,80.3
1636,Emily,Craig,emily.craig51@edu.com,Male,18,67,5,47,99,76,3,75.63
1637,Lisa,Hall,lisa.hall69@edu.com,Female,21,76,5,60,96,57,9,80.31
1638,Adam,Roberson,adam.roberson42@edu.com,Female,20,95,22,52,63,73,9,93.79
1639,Paul,Holland,paul.holland98@edu.com,Male,19,69,22,33,78,54,0,73.58
1640,Gabriel,Moore,gabriel.moore33@edu.com,Male,20,97,20,84,58,46,9,91.39
1641,James,Bryan,james.bryan74@edu.com,Male,21,74,10,52,47,39,3,59.55
1642,Gloria,Freeman,gloria.freeman53@edu.com,Male,19,63,21,100,91,33,2,100.0
1643,Holly,Oconnell,holly.oconnell56@edu.com,Male,19,71,11,86,70,84,10,93.5
1644,Benjamin,Haynes,benjamin.haynes41@edu.com,Male,19,86,15,97,85,68,0,100.0
1645,Jennifer,Sampson,jennifer.sampson61@edu.com,Female,21,86,12,80,63,72,7,90.65
1646,Tammie,Roberts,tammie.roberts92@edu.com,Female,21,73,0,97,100,66,0,88.86
1647,Jon,Taylor,jon.taylor99@edu.com,Male,18,73,11,57,91,74,5,86.49
1648,Ronnie,Green,ronnie.green42@edu.com,Male,18,98,19,67,49,57,10,83.28
1649,Jay,Hardy,jay.hardy63@edu.com,Male,20,85,16,30,52,48,9,66.88
1650,Jessica,Green,jessica.green48@edu.com,Male,20,73,0,64,85,86,8,79.44
1651,Jamie,Carter,jamie.carter27@edu.com,Male,21,90,24,77,94,85,7,100.0
1652,Jessica,Mcgee,jessica.mcgee59@edu.com,Female,21,82,21,30,67,61,6,82.5
1653,Beverly,Johnson,beverly.johnson91@edu.com,Female,21,91,17,46,55,64,4,70.38
1654,Robert,Mcmahon,robert.mcmahon71@edu.com,Female,20,86,12,38,58,53,10,69.83
1655,Joseph,Fisher,joseph.fisher50@edu.com,Male,22,66,6,49,67,73,7,74.95
1656,Aaron,Scott,aaron.scott91@edu.com,Female,19,92,5,37,63,30,6,52.73
1657,James,Miller,james.miller58@edu.com,Female,21,76,8,68,57,84,9,79.03
1658,Rebecca,Swanson,rebecca.swanson84@edu.com,Male,20,85,20,36,91,78,2,89.75
1659,Jon,Mejia,jon.mejia6@edu.com,Male,18,83,23,78,92,55,6,99.94
1660,Amber,Austin,amber.austin66@edu.com,Female,21,92,17,84,61,33,8,84.91
1661,Mason,Valentine,mason.valentine78@edu.com,Female,21,69,19,51,40,60,10,70.74
1662,Robert,Walker,robert.walker38@edu.com,Female,18,98,19,93,96,43,0,100.0
1663,Colleen,Gray,colleen.gray49@edu.com,Male,20,69,4,69,69,51,5,68.52
1664,Francisco,Jacobson,francisco.jacobson27@edu.com,Female,19,77,15,86,50,53,10,84.26
1665,Daniel,Nunez,daniel.nunez16@edu.com,Male,21,68,2,78,94,61,5,81.85
1666,Julia,Simpson,julia.simpson65@edu.com,Male,19,75,10,31,63,39,9,59.65
1667,Bradley,Sanchez,bradley.sanchez73@edu.com,Male,18,91,21,30,74,54,9,75.36
1668,Sarah,Osborne,sarah.osborne74@edu.com,Male,22,91,3,57,93,91,9,84.53
1669,Robert,Moore,robert.moore48@edu.com,Female,19,71,0,48,76,49,0,59.65
1670,Martin,Mason,martin.mason95@edu.com,Female,20,85,18,92,86,85,7,100.0
1671,Ashley,Phelps,ashley.phelps21@edu.com,Male,22,74,15,98,60,82,9,100.0
1672,Matthew,Freeman,matthew.freeman2@edu.com,Male,22,91,11,82,46,75,3,81.19
1673,Thomas,Wright,thomas.wright93@edu.com,Female,19,61,6,81,95,39,5,83.07
1674,David,Montgomery,david.montgomery6@edu.com,Male,19,90,23,100,52,45,2,96.85
1675,Melissa,Arnold,melissa.arnold53@edu.com,Male,19,73,10,50,71,85,1,76.22
1676,Dennis,Smith,dennis.smith63@edu.com,Male,20,89,21,68,74,84,10,97.12
1677,Kenneth,Solomon,kenneth.solomon96@edu.com,Male,19,73,20,43,42,59,2,74.88
1678,Madeline,Lawrence,madeline.lawrence36@edu.com,Female,20,96,13,76,60,69,1,86.58
1679,Kendra,Hill,kendra.hill46@edu.com,Female,21,83,14,99,58,34,9,87.16
1680,Steven,Walsh,steven.walsh88@edu.com,Male,19,93,16,32,43,31,0,53.77
1681,Briana,Harris,briana.harris51@edu.com,Female,22,60,19,48,70,80,5,87.69
1682,Adrian,West,adrian.west37@edu.com,Female,19,62,15,94,75,48,5,94.91
1683,Shari,Schroeder,shari.schroeder64@edu.com,Male,18,70,3,93,61,44,3,80.14
1684,Amy,Miller,amy.miller37@edu.com,Female,21,72,22,32,67,94,0,76.82
1685,Belinda,Cox,belinda.cox26@edu.com,Female,19,83,19,92,79,93,5,100.0
1686,Stephanie,Hicks,stephanie.hicks69@edu.com,Female,21,96,19,90,82,58,2,100.0
1687,Erik,Cochran,erik.cochran75@edu.com,Male,18,85,14,80,80,71,9,92.03
1688,Brandon,Martinez,brandon.martinez87@edu.com,Female,19,61,9,87,99,93,1,95.27
1689,Sarah,Smith,sarah.smith13@edu.com,Male,22,62,21,74,48,30,8,79.1
1690,Joyce,Mcmillan,joyce.mcmillan46@edu.com,Female,22,79,21,89,92,48,7,100.0
1691,Linda,Diaz,linda.diaz74@edu.com,Female,21,98,8,46,95,65,3,83.14
1692,Dennis,Rice,dennis.rice2@edu.com,Female,20,76,12,58,78,94,5,86.43
1693,William,White,william.white93@edu.com,Female,22,78,7,100,78,66,3,89.38
1694,Matthew,Cohen,matthew.cohen66@edu.com,Female,19,99,5,52,46,89,3,70.08
1695,Kristina,Bailey,kristina.bailey89@edu.com,Male,21,82,24,31,85,47,3,79.28
1696,Shari,Snyder,shari.snyder52@edu.com,Female,21,70,19,69,99,75,0,99.54
1697,Kristen,Cox,kristen.cox85@edu.com,Male,20,75,20,81,88,42,4,96.86
1698,Dennis,Henderson,dennis.henderson78@edu.com,Female,20,70,4,99,52,64,8,80.83
1699,Daniel,Luna,daniel.luna63@edu.com,Male,20,87,0,77,86,84,10,80.97
1700,Robin,Gutierrez,robin.gutierrez61@edu.com,Male,20,82,23,78,73,66,4,96.04
1701,Adam,Hardy,adam.hardy14@edu.com,Male,18,83,4,33,52,64,7,56.86
1702,Brandon,Molina,brandon.molina1@edu.com,Female,21,67,9,55,45,62,10,69.0
1703,Benjamin,Taylor,benjamin.taylor78@edu.com,Male,18,88,2,43,60,76,9,62.98
1704,Nicholas,Anderson,nicholas.anderson42@edu.com,Female,18,97,20,87,85,66,6,100.0
1705,Brenda,Byrd,brenda.byrd99@edu.com,Male,19,62,15,69,90,64,2,85.91
1706,Kevin,Rodriguez,kevin.rodriguez44@edu.com,Female,20,94,12,53,58,48,6,74.03
1707,Tammy,Delgado,tammy.delgado58@edu.com,Female,19,75,14,70,62,52,8,83.81
1708,James,Mills,james.mills65@edu.com,Female,18,84,9,39,44,46,0,57.08
1709,Karen,White,karen.white76@edu.com,Female,21,72,3,94,91,93,2,95.01
1710,Jack,Gonzalez,jack.gonzalez64@edu.com,Male,18,72,5,75,96,87,9,93.48
1711,Rebecca,Gordon,rebecca.gordon23@edu.com,Female,19,85,0,96,65,92,5,80.31
1712,Justin,Hunt,justin.hunt89@edu.com,Female,18,98,13,95,51,87,2,98.27
1713,Courtney,Nichols,courtney.nichols42@edu.com,Female,18,73,0,31,59,45,8,49.68
1714,Colleen,Summers,colleen.summers83@edu.com,Female,21,71,20,80,100,71,10,100.0
1715,Robert,Hicks,robert.hicks98@edu.com,Female,22,91,17,94,66,67,0,100.0
1716,Michael,Marshall,michael.marshall73@edu.com,Male,18,63,13,30,88,36,0,70.54
1717,James,Chambers,james.chambers67@edu.com,Male,19,87,3,51,54,75,1,63.34
1718,Roger,Lewis,roger.lewis35@edu.com,Male,22,92,23,89,42,33,7,90.37
1719,Victoria,Conley,victoria.conley83@edu.com,Male,18,62,7,35,58,46,2,51.65
1720,Keith,Reeves,keith.reeves28@edu.com,Male,18,67,2,59,72,73,1,66.63
1721,Joseph,Smith,joseph.smith49@edu.com,Female,18,91,8,69,79,35,7,82.92
1722,David,King,david.king35@edu.com,Male,19,66,6,39,47,49,7,50.92
1723,James,Marshall,james.marshall47@edu.com,Male,19,88,11,96,73,75,8,100.0
1724,Angela,Clark,angela.clark67@edu.com,Female,20,82,3,67,67,53,5,74.06
1725,George,Hawkins,george.hawkins66@edu.com,Male,18,82,8,68,51,55,7,73.01
1726,Jacqueline,Jones,jacqueline.jones27@edu.com,Male,18,74,16,73,68,68,5,92.14
1727,Angela,Hamilton,angela.hamilton93@edu.com,Female,20,77,12,60,77,43,3,76.17
1728,Gabriella,Miller,gabriella.miller21@edu.com,Female,22,79,8,47,60,44,5,64.7
1729,Marvin,Reed,marvin.reed97@edu.com,Male,19,79,6,64,66,51,7,70.99
1730,Michael,Young,michael.young93@edu.com,Female,21,65,22,69,56,72,1,87.39
1731,Michelle,Marquez,michelle.marquez22@edu.com,Male,22,61,23,59,80,73,3,91.65
1732,Timothy,Brown,timothy.brown23@edu.com,Male,20,84,17,67,67,67,9,93.05
1733,Jonathan,Gray,jonathan.gray3@edu.com,Female,18,92,16,58,65,85,3,89.56
1734,Ryan,Gonzales,ryan.gonzales35@edu.com,Female,21,100,21,57,54,38,9,83.44
1735,Kendra,Ball,kendra.ball68@edu.com,Female,22,67,24,39,64,35,8,74.26
1736,Jack,Moore,jack.moore64@edu.com,Male,22,81,9,31,42,41,8,51.24
1737,Alexander,Adams,alexander.adams51@edu.com,Male,21,72,17,57,84,92,3,94.03
1738,Katherine,Paul,katherine.paul66@edu.com,Male,21,76,6,93,47,71,3,80.96
1739,Kelly,Hernandez,kelly.hernandez92@edu.com,Female,19,74,18,46,49,93,9,79.33
1740,April,Booth,april.booth22@edu.com,Female,21,69,24,82,86,46,2,96.28
1741,Scott,Sutton,scott.sutton16@edu.com,Female,18,66,13,85,79,36,4,84.81
1742,Sherry,Fields,sherry.fields20@edu.com,Female,22,89,7,58,100,69,8,77.95
1743,Colton,Shelton,colton.shelton35@edu.com,Female,22,60,14,62,71,31,4,75.46
1744,Andrea,Campbell,andrea.campbell28@edu.com,Female,20,73,12,91,52,72,0,90.33
1745,Bonnie,Baxter,bonnie.baxter7@edu.com,Female,20,63,6,43,40,72,7,52.19
1746,Joshua,Parker,joshua.parker10@edu.com,Male,22,62,11,55,68,32,4,64.4
1747,David,Allen,david.allen58@edu.com,Male,18,95,3,61,95,89,4,89.13
1748,Robert,Deleon,robert.deleon76@edu.com,Female,21,65,23,64,96,66,4,99.92
1749,Chelsea,Gutierrez,chelsea.gutierrez89@edu.com,Male,21,93,4,52,94,52,8,73.35
1750,Kenneth,Stevens,kenneth.stevens57@edu.com,Female,22,66,5,37,64,71,8,63.96
1751,Amber,Macdonald,amber.macdonald52@edu.com,Male,20,99,21,44,79,93,1,89.97
1752,Eric,Gonzales,eric.gonzales68@edu.com,Male,18,94,20,55,54,79,9,88.86
1753,Sean,Lawrence,sean.lawrence96@edu.com,Male,20,88,11,100,84,89,3,100.0
1754,Brendan,Copeland,brendan.copeland74@edu.com,Male,21,72,20,78,76,35,7,89.96
1755,Alicia,Watkins,alicia.watkins42@edu.com,Female,21,99,15,96,83,74,6,100.0
